0,9101,4,1
1,1996,4,1
1,2255,4,1
2,5237,5,1
2,4283,0,1
3,5980,4,1
4,2414,4,1
4,5073,2,1
4,9982,4,1
4,1916,3,1
4,1547,4,1
4,1785,3,1
4,8103,1,1
4,7623,3,1
4,838,3,1
5,9101,0,1
5,4499,1,1
5,6984,0,1
5,6539,2,1
6,4653,4,1
6,1789,1,1
14,1383,0,1
14,3669,0,1
14,4653,0,1
14,5237,4,1
14,810,0,1
14,2901,3,1
14,5540,0,1
15,9101,4,1
15,684,0,1
15,3610,3,1
15,6608,0,1
18,7179,0,1
19,2255,4,1
20,9101,4,1
24,9101,3,1
24,6337,4,1
25,9101,4,1
27,6179,5,1
27,1127,0,1
27,6995,1,1
27,2184,2,1
29,853,1,1
29,5832,1,1
31,9067,3,1
32,3669,0,1
32,2128,3,1
32,1103,4,1
33,1127,4,1
33,2164,3,1
33,5237,3,1
34,9418,0,1
34,3591,0,1
34,1315,5,1
34,8585,0,1
34,8420,0,1
34,9598,5,1
34,8857,5,1
34,8214,0,1
34,5231,0,1
34,9625,0,1
34,5328,0,1
34,1785,0,1
34,2406,0,1
34,2674,0,1
34,7254,0,1
35,4070,2,1
35,1785,3,1
35,2452,4,1
37,9101,4,1
37,5408,0,1
37,2984,0,1
37,616,5,1
37,8577,0,1
37,3359,5,1
37,160,5,1
37,4283,2,1
37,2214,4,1
37,4132,5,1
37,6925,0,1
37,3527,4,1
37,7845,0,1
37,5771,4,1
37,9339,0,1
37,7162,0,1
37,3817,0,1
37,9528,0,1
37,9240,0,1
37,2490,0,1
37,6059,0,1
37,923,0,1
37,323,4,1
37,4196,0,1
37,4957,5,1
37,5570,0,1
37,9971,4,1
37,2582,5,1
37,6473,5,1
37,4825,5,1
37,1192,4,1
37,3600,0,1
37,2502,4,1
37,7945,4,1
37,4958,0,1
37,5893,3,1
37,2602,4,1
37,4743,0,1
37,1596,0,1
37,2658,5,1
37,9782,0,1
37,2631,4,1
37,4424,4,1
37,4741,4,1
37,9558,4,1
37,1785,0,1
37,8462,4,1
37,9267,0,1
37,9277,4,1
37,3038,5,1
