9u,698i,4.0
9u,478i,2.0
10u,698i,4.0
10u,282i,2.0
13u,538i,4.0
13u,649i,3.0
21u,122i,3.0
21u,246i,4.0
21u,647i,2.0
21u,576i,4.0
23u,662i,4.0
23u,331i,3.0
23u,500i,5.0
23u,464i,3.0
23u,698i,4.0
23u,246i,4.0
23u,647i,5.0
23u,417i,3.0
24u,576i,1.0
29u,464i,3.0
36u,500i,2.0
36u,698i,4.0
36u,75i,3.0
36u,647i,1.0
37u,500i,3.0
37u,698i,4.0
37u,33i,4.0
38u,61i,5.0
40u,500i,3.0
40u,597i,3.0
40u,576i,4.0
41u,510i,3.0
54u,353i,2.0
61u,662i,2.0
61u,122i,5.0
61u,510i,3.0
61u,478i,3.0
61u,417i,1.0
66u,576i,4.0
76u,698i,4.0
76u,158i,4.0
76u,597i,2.0
76u,336i,2.0
78u,331i,3.0
78u,8i,1.0
78u,698i,5.0
78u,45i,1.0
78u,246i,2.0
78u,336i,3.0
82u,158i,3.0
82u,541i,3.0
82u,576i,3.0
95u,583i,3.0
96u,662i,5.0
96u,51i,5.0
96u,191i,3.0
96u,331i,4.0
96u,294i,5.0
96u,158i,4.0
96u,122i,5.0
96u,408i,4.0
96u,173i,5.0
96u,246i,4.0
96u,478i,1.0
96u,647i,4.0
96u,417i,2.0
104u,244i,1.0
104u,662i,2.0
104u,698i,5.0
104u,147i,3.0
104u,576i,3.0
106u,698i,5.0
106u,597i,2.0
106u,478i,3.0
106u,647i,3.0
112u,244i,2.0
112u,662i,4.0
112u,191i,4.0
112u,294i,4.0
112u,500i,1.0
112u,158i,5.0
112u,122i,5.0
112u,408i,5.0
112u,597i,4.0
112u,338i,5.0
112u,510i,4.0
112u,647i,4.0
112u,576i,1.0
112u,634i,4.0
112u,417i,5.0
116u,331i,3.0
116u,597i,2.0
124u,408i,3.0
124u,576i,5.0
128u,122i,3.0
134u,578i,4.0
136u,669i,2.0
138u,662i,4.0
138u,191i,5.0
138u,122i,5.0
138u,408i,3.0
138u,597i,4.0
138u,246i,5.0
138u,377i,5.0
138u,478i,3.0
138u,576i,3.0
138u,417i,4.0
145u,698i,5.0
146u,662i,4.0
146u,122i,5.0
