22u,377i,1
244u,51i,2
62u,257i,2
200u,222i,5
122u,387i,5
194u,274i,2
299u,144i,4
291u,118i,2
63u,277i,4
160u,234i,5
50u,246i,3
225u,193i,4
290u,88i,4
10u,16i,4
287u,327i,5
249u,241i,5
81u,432i,2
87u,384i,4
290u,143i,5
20u,288i,1
138u,26i,5
243u,15i,3
194u,165i,4
225u,237i,5
299u,229i,3
225u,480i,5
276u,54i,3
291u,144i,5
222u,366i,4
8u,338i,4
162u,25i,4
279u,154i,5
62u,498i,4
62u,382i,3
135u,23i,4
286u,208i,4
216u,144i,4
250u,496i,4
160u,174i,5
265u,118i,4
62u,21i,3
128u,485i,3
44u,195i,5
194u,385i,2
72u,195i,5
250u,264i,3
82u,135i,3
250u,140i,3
286u,379i,5
87u,274i,4
299u,111i,3
194u,466i,4
160u,135i,4
10u,486i,4
259u,117i,4
85u,427i,3
213u,273i,5
155u,323i,2
68u,117i,4
172u,177i,4
268u,231i,4
5u,2i,3
43u,137i,4
18u,443i,3
119u,328i,4
213u,172i,5
276u,322i,3
130u,379i,4
130u,216i,4
1u,61i,4
72u,48i,4
15u,405i,2
92u,77i,3
181u,220i,4
259u,255i,4
148u,408i,5
272u,178i,5
194u,181i,3
125u,478i,4
299u,14i,4
151u,10i,5
303u,69i,5
294u,109i,4
286u,171i,4
62u,65i,4
92u,172i,4
63u,242i,3
279u,68i,4
250u,7i,4
194u,54i,3
119u,237i,5
295u,218i,5
268u,2i,2
233u,202i,5
268u,145i,1
307u,89i,5
181u,264i,2
297u,133i,4
275u,98i,4
218u,209i,5
123u,427i,3
119u,222i,5
158u,177i,4
222u,118i,4
302u,322i,2
181u,3i,2
145u,237i,5
23u,385i,4
16u,64i,5
95u,135i,3
154u,357i,4
302u,303i,2
222u,77i,4
270u,452i,4
145u,15i,2
187u,64i,5
200u,304i,5
128u,204i,4
1u,33i,4
1u,160i,4
23u,323i,2
82u,183i,3
218u,430i,3
303u,134i,5
276u,2i,4
267u,410i,4
286u,237i,2
18u,26i,4
92u,229i,3
16u,197i,5
222u,151i,3
87u,40i,3
207u,258i,4
177u,333i,4
10u,175i,3
203u,321i,3
43u,323i,3
194u,66i,3
268u,62i,3
272u,12i,5
180u,462i,5
275u,405i,2
244u,186i,3
83u,78i,2
151u,197i,5
249u,188i,4
222u,97i,4
268u,436i,3
213u,173i,5
160u,460i,2
5u,17i,4
125u,163i,5
23u,196i,2
128u,15i,4
181u,279i,1
291u,80i,4
250u,238i,4
181u,325i,2
287u,1i,5
216u,228i,3
