0u,425i,3.0
1u,228i,4.0
1u,650i,4.0
4u,664i,4.0
6u,597i,3.0
9u,228i,4.0
9u,396i,4.0
9u,391i,3.0
9u,659i,3.0
9u,698i,4.0
9u,351i,3.0
9u,321i,4.0
9u,478i,2.0
10u,698i,4.0
10u,282i,2.0
11u,495i,5.0
12u,228i,3.0
12u,433i,2.0
12u,510i,3.0
12u,282i,4.0
13u,228i,2.0
13u,606i,3.0
13u,317i,5.0
13u,191i,3.0
13u,68i,3.0
13u,534i,3.0
13u,658i,5.0
13u,180i,5.0
13u,280i,4.0
13u,332i,4.0
13u,500i,5.0
13u,255i,1.0
13u,314i,3.0
13u,464i,2.0
13u,698i,5.0
13u,33i,4.0
13u,329i,4.0
13u,262i,5.0
13u,351i,4.0
13u,245i,4.0
13u,547i,5.0
13u,18i,5.0
13u,408i,3.0
13u,96i,5.0
13u,657i,3.0
13u,336i,3.0
13u,321i,4.0
13u,283i,5.0
13u,510i,4.0
13u,538i,4.0
13u,649i,3.0
13u,147i,4.0
13u,219i,3.0
13u,680i,3.0
13u,650i,4.0
14u,244i,3.0
14u,231i,3.0
14u,40i,4.0
14u,313i,3.0
14u,172i,3.0
14u,228i,3.0
14u,85i,4.0
14u,448i,5.0
14u,660i,5.0
14u,133i,4.0
14u,345i,3.0
14u,152i,3.0
14u,644i,5.0
14u,376i,5.0
14u,603i,2.0
14u,432i,3.0
14u,489i,4.0
14u,260i,4.0
14u,191i,4.0
14u,495i,5.0
14u,679i,4.0
14u,497i,3.0
14u,396i,4.0
14u,6i,4.0
14u,391i,3.0
14u,192i,3.0
14u,604i,4.0
14u,390i,4.0
14u,637i,4.0
14u,429i,4.0
14u,670i,5.0
14u,500i,5.0
14u,482i,4.0
14u,659i,5.0
14u,255i,4.0
14u,83i,3.0
14u,140i,2.0
14u,314i,4.0
14u,166i,3.0
14u,8i,3.0
14u,41i,5.0
14u,698i,5.0
14u,158i,3.0
14u,33i,5.0
14u,224i,4.0
14u,528i,5.0
14u,292i,4.0
14u,348i,4.0
14u,50i,4.0
14u,584i,3.0
14u,136i,3.0
14u,418i,4.0
14u,370i,2.0
14u,423i,3.0
14u,1i,5.0
14u,689i,4.0
14u,566i,5.0
14u,54i,4.0
14u,291i,5.0
14u,547i,4.0
14u,675i,2.0
14u,541i,4.0
14u,586i,2.0
14u,433i,5.0
14u,208i,4.0
14u,487i,4.0
14u,87i,5.0
14u,45i,4.0
14u,96i,4.0
14u,597i,2.0
14u,27i,4.0
14u,657i,3.0
14u,611i,5.0
14u,76i,4.0
14u,466i,3.0
14u,273i,3.0
14u,485i,4.0
14u,186i,5.0
14u,111i,3.0
14u,246i,4.0
14u,336i,5.0
14u,510i,4.0
14u,222i,3.0
14u,0i,3.0
14u,265i,4.0
14u,142i,5.0
14u,649i,2.0
14u,596i,3.0
14u,98i,5.0
14u,147i,3.0
14u,28i,3.0
14u,556i,3.0
14u,576i,4.0
14u,411i,4.0
14u,650i,4.0
14u,216i,4.0
16u,516i,5.0
16u,432i,5.0
16u,264i,5.0
16u,647i,5.0
17u,470i,4.0
17u,219i,4.0
18u,482i,2.0
19u,596i,1.0
21u,228i,3.0
21u,122i,3.0
21u,433i,5.0
21u,461i,4.0
21u,246i,4.0
21u,647i,2.0
21u,576i,4.0
22u,54i,3.0
22u,433i,4.0
23u,448i,4.0
23u,662i,4.0
23u,331i,3.0
23u,500i,5.0
23u,464i,3.0
23u,698i,4.0
23u,246i,4.0
23u,608i,3.0
23u,647i,5.0
23u,417i,3.0
24u,627i,4.0
24u,597i,4.0
24u,576i,1.0
25u,675i,4.0
26u,554i,4.0
26u,561i,4.0
26u,380i,4.0
26u,478i,4.0
26u,650i,3.0
27u,228i,2.0
27u,317i,1.0
28u,160i,4.0
29u,228i,4.0
29u,464i,3.0
29u,680i,4.0
30u,429i,4.0
30u,500i,5.0
30u,698i,4.0
30u,122i,4.0
30u,75i,4.0
30u,18i,5.0
30u,576i,3.0
31u,616i,5.0
32u,221i,3.0
33u,228i,2.0
33u,85i,4.0
33u,251i,5.0
36u,228i,3.0
36u,500i,2.0
36u,627i,1.0
36u,698i,4.0
36u,351i,2.0
36u,75i,3.0
36u,18i,4.0
36u,647i,1.0
37u,500i,3.0
37u,698i,4.0
37u,33i,4.0
37u,349i,5.0
38u,61i,5.0
39u,387i,4.0
40u,244i,3.0
40u,228i,3.0
40u,133i,4.0
40u,126i,3.0
40u,604i,4.0
40u,500i,3.0
40u,285i,4.0
40u,433i,5.0
40u,487i,3.0
40u,597i,3.0
40u,664i,2.0
40u,510i,3.0
40u,576i,4.0
41u,8i,3.0
41u,698i,5.0
41u,510i,3.0
43u,464i,4.0
46u,122i,5.0
47u,313i,4.0
47u,228i,3.0
47u,460i,4.0
47u,604i,4.0
47u,429i,4.0
47u,654i,1.0
47u,96i,3.0
47u,472i,4.0
47u,650i,4.0
48u,280i,3.0
50u,608i,5.0
52u,228i,5.0
53u,228i,3.0
53u,133i,2.0
53u,152i,4.0
53u,144i,4.0
53u,637i,5.0
53u,659i,1.0
53u,314i,3.0
53u,627i,3.0
53u,592i,2.0
53u,479i,3.0
53u,61i,5.0
53u,87i,4.0
53u,599i,3.0
53u,510i,3.0
53u,282i,3.0
53u,28i,3.0
54u,353i,2.0
55u,370i,3.0
55u,664i,3.0
56u,228i,2.0
56u,527i,3.0
56u,345i,4.0
56u,561i,2.0
56u,10i,2.0
56u,670i,3.0
56u,255i,5.0
56u,41i,3.0
56u,292i,3.0
56u,605i,1.0
56u,541i,1.0
56u,466i,4.0
56u,30i,3.0
56u,273i,3.0
56u,225i,3.0
56u,246i,3.0
56u,336i,3.0
56u,510i,3.0
56u,282i,4.0
56u,459i,4.0
56u,576i,1.0
56u,650i,3.0
56u,181i,2.0
58u,698i,5.0
60u,213i,4.0
60u,597i,3.0
61u,662i,2.0
61u,122i,5.0
61u,433i,5.0
61u,18i,5.0
61u,510i,3.0
61u,478i,3.0
61u,417i,1.0
62u,228i,2.0
62u,404i,3.0
62u,292i,3.0
65u,637i,2.0
66u,444i,4.0
66u,228i,1.0
66u,627i,1.0
66u,578i,3.0
66u,510i,3.0
66u,576i,4.0
67u,264i,3.0
67u,597i,4.0
70u,500i,5.0
71u,647i,4.0
71u,650i,1.0
74u,448i,4.0
74u,698i,5.0
75u,482i,3.0
76u,228i,4.0
76u,48i,3.0
76u,679i,4.0
76u,500i,2.0
76u,255i,4.0
76u,41i,4.0
76u,698i,4.0
76u,158i,4.0
76u,351i,5.0
76u,433i,4.0
76u,609i,4.0
76u,674i,3.0
76u,18i,5.0
76u,597i,2.0
76u,657i,4.0
76u,466i,5.0
76u,186i,5.0
76u,246i,4.0
76u,336i,2.0
76u,608i,5.0
76u,219i,3.0
78u,228i,2.0
78u,317i,3.0
78u,331i,3.0
78u,554i,2.0
78u,582i,2.0
78u,500i,4.0
78u,255i,4.0
78u,8i,1.0
78u,698i,5.0
78u,33i,1.0
78u,351i,2.0
78u,675i,1.0
78u,433i,5.0
78u,18i,5.0
78u,45i,1.0
78u,279i,2.0
78u,111i,2.0
78u,246i,2.0
78u,336i,3.0
78u,318i,4.0
78u,510i,3.0
78u,506i,3.0
78u,650i,1.0
80u,317i,3.0
80u,500i,5.0
80u,510i,4.0
82u,158i,3.0
82u,370i,4.0
82u,541i,3.0
82u,96i,4.0
82u,597i,3.0
82u,246i,3.0
82u,352i,3.0
82u,576i,3.0
