2u,5237i,5.0,3
2u,4283i,0.0,3
3u,5980i,4.0,2
20u,9101i,4.0,3
25u,9101i,4.0,2
27u,6179i,5.0,3
33u,1127i,4.0,2
33u,2164i,3.0,3
33u,5237i,3.0,3
37u,9101i,4.0,2
37u,5408i,0.0,2
37u,2984i,0.0,2
37u,616i,5.0,2
37u,8577i,0.0,2
37u,3359i,5.0,2
37u,160i,5.0,2
37u,4283i,2.0,2
37u,2214i,4.0,2
37u,4132i,5.0,2
37u,6925i,0.0,2
37u,3527i,4.0,2
37u,7845i,0.0,2
37u,5771i,4.0,2
37u,9339i,0.0,2
37u,7162i,0.0,2
37u,3817i,0.0,2
37u,9528i,0.0,2
37u,9240i,0.0,3
37u,2490i,0.0,3
37u,6059i,0.0,3
37u,923i,0.0,3
37u,323i,4.0,3
37u,4196i,0.0,3
37u,4957i,5.0,3
37u,5570i,0.0,3
37u,9971i,4.0,3
37u,2582i,5.0,3
37u,6473i,5.0,3
37u,4825i,5.0,3
37u,1192i,4.0,3
37u,3600i,0.0,3
37u,2502i,4.0,3
37u,7945i,4.0,3
37u,4958i,0.0,3
37u,5893i,3.0,3
37u,2602i,4.0,3
37u,4743i,0.0,3
37u,1596i,0.0,3
37u,2658i,5.0,3
37u,9782i,0.0,3
37u,2631i,4.0,3
37u,4424i,4.0,3
37u,4741i,4.0,3
37u,9558i,4.0,3
37u,1785i,0.0,3
37u,8462i,4.0,3
37u,9267i,0.0,3
37u,9277i,4.0,3
37u,3038i,5.0,3
37u,9598i,5.0,3
37u,1045i,4.0,3
37u,5319i,4.0,3
37u,375i,5.0,3
40u,4283i,0.0,2
40u,9101i,0.0,3
40u,160i,5.0,3
61u,9101i,4.0,2
74u,9101i,4.0,3
75u,5980i,4.0,3
94u,7869i,5.0,3
96u,1103i,5.0,3
103u,4283i,3.0,3
106u,9101i,4.0,3
110u,9101i,4.0,2
113u,9101i,5.0,2
126u,5408i,0.0,2
126u,8163i,3.0,2
126u,8936i,0.0,2
148u,6264i,5.0,3
148u,9101i,5.0,3
150u,3747i,5.0,1
150u,5183i,4.0,2
151u,2086i,4.0,1
151u,1080i,5.0,1
151u,8163i,5.0,1
151u,6899i,4.0,1
151u,5857i,0.0,1
151u,1369i,0.0,1
151u,1127i,4.0,1
151u,5350i,5.0,1
151u,4837i,0.0,1
151u,3322i,0.0,1
151u,5639i,0.0,1
151u,7170i,0.0,1
151u,7576i,0.0,1
151u,1208i,0.0,1
151u,218i,0.0,1
151u,8298i,0.0,1
