0u,9101i,4.0,6
1u,1996i,4.0,7
1u,2255i,4.0,7
2u,5237i,5.0,3
2u,4283i,0.0,3
3u,5980i,4.0,2
4u,2414i,4.0,4
4u,5073i,2.0,4
4u,9982i,4.0,4
4u,1916i,3.0,4
4u,1547i,4.0,4
4u,1785i,3.0,4
4u,8103i,1.0,4
4u,7623i,3.0,5
4u,838i,3.0,5
5u,9101i,0.0,6
5u,4499i,1.0,6
5u,6984i,0.0,6
5u,6539i,2.0,6
6u,4653i,4.0,6
6u,1789i,1.0,6
14u,1383i,0.0,7
14u,3669i,0.0,7
14u,4653i,0.0,7
14u,5237i,4.0,7
14u,810i,0.0,7
14u,2901i,3.0,7
14u,5540i,0.0,7
15u,9101i,4.0,5
15u,684i,0.0,5
15u,3610i,3.0,5
15u,6608i,0.0,5
18u,7179i,0.0,7
19u,2255i,4.0,5
20u,9101i,4.0,3
24u,9101i,3.0,5
24u,6337i,4.0,5
25u,9101i,4.0,2
27u,6179i,5.0,3
27u,1127i,0.0,4
27u,6995i,1.0,5
27u,2184i,2.0,5
29u,853i,1.0,7
29u,5832i,1.0,7
31u,9067i,3.0,6
32u,3669i,0.0,4
32u,2128i,3.0,4
32u,1103i,4.0,4
33u,1127i,4.0,2
33u,2164i,3.0,3
33u,5237i,3.0,3
34u,9418i,0.0,4
34u,3591i,0.0,4
34u,1315i,5.0,4
34u,8585i,0.0,4
34u,8420i,0.0,4
34u,9598i,5.0,4
34u,8857i,5.0,4
34u,8214i,0.0,4
34u,5231i,0.0,4
34u,9625i,0.0,4
34u,5328i,0.0,4
34u,1785i,0.0,4
34u,2406i,0.0,4
34u,2674i,0.0,4
34u,7254i,0.0,4
35u,4070i,2.0,7
35u,1785i,3.0,7
35u,2452i,4.0,7
37u,9101i,4.0,2
37u,5408i,0.0,2
37u,2984i,0.0,2
37u,616i,5.0,2
37u,8577i,0.0,2
37u,3359i,5.0,2
37u,160i,5.0,2
37u,4283i,2.0,2
37u,2214i,4.0,2
37u,4132i,5.0,2
37u,6925i,0.0,2
37u,3527i,4.0,2
37u,7845i,0.0,2
37u,5771i,4.0,2
37u,9339i,0.0,2
37u,7162i,0.0,2
37u,3817i,0.0,2
37u,9528i,0.0,2
37u,9240i,0.0,3
37u,2490i,0.0,3
37u,6059i,0.0,3
37u,923i,0.0,3
37u,323i,4.0,3
37u,4196i,0.0,3
37u,4957i,5.0,3
37u,5570i,0.0,3
37u,9971i,4.0,3
37u,2582i,5.0,3
37u,6473i,5.0,3
37u,4825i,5.0,3
37u,1192i,4.0,3
37u,3600i,0.0,3
37u,2502i,4.0,3
37u,7945i,4.0,3
37u,4958i,0.0,3
37u,5893i,3.0,3
37u,2602i,4.0,3
37u,4743i,0.0,3
37u,1596i,0.0,3
37u,2658i,5.0,3
37u,9782i,0.0,3
37u,2631i,4.0,3
37u,4424i,4.0,3
37u,4741i,4.0,3
37u,9558i,4.0,3
37u,1785i,0.0,3
37u,8462i,4.0,3
37u,9267i,0.0,3
37u,9277i,4.0,3
37u,3038i,5.0,3
37u,9598i,5.0,3
37u,1045i,4.0,3
37u,5319i,4.0,3
37u,375i,5.0,3
37u,7733i,4.0,4
37u,8857i,4.0,4
37u,7531i,3.0,4
37u,7490i,1.0,4
37u,1450i,2.0,4
37u,6348i,1.0,4
37u,8420i,3.0,4
37u,1551i,3.0,4
37u,5607i,2.0,4
37u,895i,2.0,4
37u,5328i,2.0,4
37u,4643i,3.0,4
37u,5844i,3.0,4
37u,9686i,2.0,4
37u,5628i,0.0,4
37u,6539i,2.0,5
37u,2499i,3.0,5
37u,648i,2.0,5
37u,7830i,2.0,5
37u,7744i,2.0,5
37u,347i,2.0,5
37u,757i,3.0,5
37u,1996i,3.0,5
37u,5024i,3.0,5
37u,4577i,2.0,5
37u,7771i,4.0,6
39u,6264i,0.0,4
39u,5607i,2.0,4
39u,3669i,1.0,4
40u,4283i,0.0,2
40u,9101i,0.0,3
40u,160i,5.0,3
40u,6984i,0.0,4
40u,9018i,0.0,4
40u,2309i,4.0,4
43u,2184i,4.0,5
45u,6676i,4.0,4
45u,4483i,3.0,4
45u,7465i,2.0,4
45u,6903i,4.0,4
45u,9459i,4.0,4
45u,8342i,2.0,4
45u,1483i,0.0,5
45u,323i,2.0,6
45u,4653i,4.0,6
45u,3669i,0.0,6
45u,5923i,4.0,6
45u,6539i,2.0,6
45u,2255i,4.0,6
45u,2495i,4.0,6
45u,9649i,2.0,6
45u,8606i,4.0,6
45u,2384i,4.0,6
45u,7409i,4.0,6
45u,3742i,4.0,6
45u,7623i,0.0,7
49u,9459i,4.0,6
49u,9190i,4.0,6
49u,2184i,4.0,6
49u,968i,4.0,6
49u,6897i,4.0,6
49u,2309i,3.0,6
49u,4584i,3.0,6
49u,4643i,5.0,7
49u,2667i,4.0,7
49u,9349i,4.0,8
49u,3193i,4.0,8
49u,3920i,1.0,8
49u,538i,1.0,8
49u,7648i,4.0,8
49u,4139i,4.0,8
49u,9491i,3.0,8
49u,2724i,1.0,8
49u,8132i,3.0,8
49u,8851i,2.0,8
53u,3171i,0.0,5
53u,3664i,0.0,5
53u,7919i,0.0,5
53u,6268i,2.0,5
53u,4557i,0.0,5
53u,9409i,2.0,5
53u,2407i,4.0,5
53u,2878i,0.0,5
53u,5091i,4.0,5
53u,1574i,2.0,5
53u,9705i,4.0,5
53u,1307i,1.0,5
53u,2596i,3.0,5
53u,7749i,2.0,5
53u,2801i,0.0,5
53u,3871i,3.0,5
53u,9018i,2.0,5
53u,4707i,0.0,5
53u,364i,4.0,5
53u,7296i,0.0,5
56u,9101i,0.0,5
56u,3541i,0.0,5
61u,9101i,4.0,2
62u,9324i,0.0,4
63u,5575i,0.0,6
63u,5714i,4.0,6
63u,1733i,4.0,6
63u,7423i,1.0,6
63u,4283i,1.0,6
67u,5819i,4.0,8
68u,2895i,4.0,7
68u,2969i,3.0,7
68u,7757i,0.0,7
68u,4643i,2.0,7
68u,1315i,1.0,7
68u,4793i,1.0,7
68u,6984i,2.0,7
68u,347i,2.0,7
68u,6539i,1.0,7
68u,3359i,4.0,7
68u,7348i,1.0,7
68u,4820i,2.0,7
68u,2502i,3.0,7
68u,1738i,1.0,7
68u,7232i,3.0,7
68u,8627i,0.0,7
68u,4584i,1.0,7
68u,7693i,1.0,7
68u,9636i,0.0,7
68u,8155i,0.0,7
68u,1450i,2.0,7
68u,8438i,3.0,7
68u,9639i,2.0,7
68u,6473i,2.0,7
68u,7863i,4.0,7
68u,9i,4.0,7
68u,8420i,0.0,7
68u,6770i,2.0,7
68u,3814i,0.0,7
68u,4132i,1.0,7
68u,9435i,2.0,7
68u,2602i,3.0,7
68u,5637i,1.0,7
68u,2954i,0.0,7
68u,1504i,3.0,7
68u,160i,4.0,7
68u,3973i,3.0,7
68u,7989i,1.0,7
68u,9334i,0.0,7
68u,8565i,0.0,7
68u,4141i,0.0,7
68u,757i,4.0,7
68u,8918i,2.0,7
68u,5698i,1.0,7
68u,7421i,1.0,7
68u,8861i,0.0,7
68u,584i,4.0,7
68u,622i,1.0,7
68u,934i,1.0,7
68u,5818i,2.0,7
68u,8938i,3.0,7
68u,4624i,2.0,7
68u,4341i,1.0,7
68u,4071i,0.0,7
68u,7003i,3.0,7
68u,6097i,3.0,7
68u,8588i,0.0,7
69u,5481i,0.0,6
69u,4068i,3.0,6
70u,9803i,3.0,4
70u,567i,3.0,4
70u,2166i,0.0,4
70u,3514i,2.0,4
70u,599i,3.0,5
73u,3014i,2.0,4
73u,6264i,0.0,4
73u,9101i,0.0,4
73u,4283i,0.0,4
73u,7465i,1.0,4
73u,1315i,2.0,4
73u,4653i,0.0,4
73u,9494i,0.0,4
73u,5597i,0.0,4
73u,6777i,0.0,4
73u,2978i,0.0,4
73u,8606i,0.0,4
73u,5818i,0.0,4
73u,9806i,0.0,4
73u,6211i,0.0,4
73u,7733i,0.0,4
73u,95i,0.0,4
73u,7863i,0.0,4
73u,6508i,0.0,4
73u,160i,2.0,4
74u,9101i,4.0,3
75u,5980i,4.0,3
78u,8524i,0.0,5
79u,3541i,0.0,5
79u,8819i,3.0,5
79u,7876i,3.0,5
79u,2827i,0.0,7
79u,4279i,0.0,7
79u,737i,0.0,7
79u,5997i,0.0,7
79u,5451i,0.0,7
79u,449i,1.0,7
80u,9067i,4.0,8
82u,4119i,4.0,5
82u,2609i,0.0,5
82u,7433i,4.0,5
82u,9614i,3.0,5
82u,6152i,2.0,6
82u,2014i,4.0,6
82u,2495i,4.0,6
83u,3036i,4.0,7
84u,8090i,4.0,5
84u,2523i,4.0,5
86u,7364i,3.0,5
86u,8437i,2.0,5
86u,2688i,0.0,5
86u,3662i,2.0,5
86u,1383i,2.0,5
86u,1834i,3.0,5
86u,492i,2.0,5
86u,1690i,2.0,7
86u,369i,3.0,7
87u,50i,2.0,8
87u,1383i,0.0,8
87u,2610i,0.0,8
88u,1996i,4.0,8
92u,6264i,4.0,4
92u,1315i,4.0,4
93u,1996i,4.0,6
94u,7869i,5.0,3
94u,5117i,0.0,4
96u,1103i,5.0,3
100u,6095i,4.0,5
103u,4283i,3.0,3
103u,8420i,5.0,4
103u,7945i,2.0,5
103u,8103i,4.0,5
103u,3169i,4.0,5
103u,2462i,3.0,5
103u,5273i,4.0,5
103u,5118i,4.0,5
106u,9101i,4.0,3
107u,8677i,2.0,5
107u,3767i,2.0,5
107u,1966i,2.0,5
107u,9843i,3.0,5
107u,333i,1.0,5
107u,9398i,3.0,5
107u,2713i,1.0,5
107u,1383i,0.0,5
107u,9241i,0.0,5
107u,5576i,2.0,5
107u,7876i,4.0,5
107u,6897i,1.0,7
110u,9101i,4.0,2
111u,3259i,0.0,5
113u,9101i,5.0,2
114u,8541i,2.0,6
117u,9101i,2.0,6
117u,853i,2.0,6
117u,6676i,2.0,6
117u,684i,3.0,6
117u,9442i,4.0,6
118u,7409i,3.0,7
118u,2037i,1.0,7
118u,3669i,0.0,7
118u,4240i,0.0,7
118u,6466i,0.0,7
118u,4139i,0.0,8
118u,9271i,2.0,8
118u,1598i,3.0,8
118u,1383i,1.0,8
118u,1852i,0.0,8
118u,3932i,0.0,8
118u,7648i,0.0,8
118u,3541i,2.0,8
125u,2273i,4.0,5
126u,5408i,0.0,2
126u,8163i,3.0,2
126u,8936i,0.0,2
128u,2397i,4.0,5
128u,51i,3.0,5
128u,1943i,3.0,5
128u,5006i,2.0,5
128u,5206i,3.0,5
128u,1188i,2.0,5
128u,1966i,3.0,5
128u,3767i,2.0,6
128u,2674i,3.0,6
128u,8163i,2.0,6
128u,3036i,2.0,6
131u,6381i,4.0,6
131u,6650i,3.0,6
135u,9101i,4.0,5
135u,684i,3.0,5
139u,2273i,0.0,7
143u,1996i,4.0,6
143u,5765i,1.0,6
143u,4996i,0.0,6
143u,7409i,2.0,6
143u,5608i,3.0,6
143u,853i,2.0,6
143u,9960i,3.0,6
143u,492i,4.0,6
143u,142i,1.0,6
143u,7453i,1.0,6
144u,4139i,0.0,8
144u,4346i,0.0,8
144u,1383i,0.0,8
144u,6897i,0.0,8
144u,3669i,0.0,8
