150u,3747i,5.0,1
151u,2086i,4.0,1
151u,1080i,5.0,1
151u,8163i,5.0,1
151u,6899i,4.0,1
151u,5857i,0.0,1
151u,1369i,0.0,1
151u,1127i,4.0,1
151u,5350i,5.0,1
151u,4837i,0.0,1
151u,3322i,0.0,1
151u,5639i,0.0,1
151u,7170i,0.0,1
151u,7576i,0.0,1
151u,1208i,0.0,1
151u,218i,0.0,1
151u,8298i,0.0,1
151u,323i,0.0,1
151u,7764i,0.0,1
151u,5556i,4.0,1
151u,5980i,0.0,1
151u,7699i,0.0,1
151u,2870i,0.0,1
151u,7187i,0.0,1
279u,180i,0.0,1
279u,6903i,3.0,1
279u,5350i,2.0,1
279u,1383i,2.0,1
279u,9101i,0.0,1
279u,5980i,0.0,1
279u,771i,1.0,1
279u,5441i,1.0,1
291u,5857i,1.0,1
291u,3917i,0.0,1
291u,9278i,4.0,1
291u,323i,4.0,1
513u,2086i,4.0,1
513u,9986i,3.0,1
622u,5857i,0.0,1
622u,5556i,4.0,1
622u,9101i,5.0,1
622u,3408i,5.0,1
622u,8746i,5.0,1
672u,9101i,4.0,1
672u,1383i,4.0,1
724u,9101i,4.0,1
733u,160i,0.0,1
733u,2086i,4.0,1
819u,4859i,1.0,1
819u,5980i,3.0,1
819u,4283i,3.0,1
819u,2086i,4.0,1
819u,9101i,1.0,1
819u,2776i,3.0,1
819u,4128i,3.0,1
819u,6771i,5.0,1
819u,5254i,2.0,1
819u,2222i,1.0,1
819u,4060i,2.0,1
819u,9528i,3.0,1
819u,5460i,1.0,1
819u,8893i,1.0,1
819u,1127i,4.0,1
819u,9487i,3.0,1
819u,4725i,0.0,1
997u,5980i,4.0,1
997u,4283i,5.0,1
997u,2782i,5.0,1
997u,5767i,0.0,1
1072u,4283i,0.0,0
1072u,8163i,5.0,1
1072u,7945i,5.0,1
1072u,1752i,3.0,1
1131u,2086i,4.0,1
1131u,628i,0.0,1
1131u,341i,0.0,1
1131u,495i,0.0,1
1131u,5782i,0.0,1
1131u,936i,5.0,1
1131u,2397i,5.0,1
1131u,6828i,0.0,1
1131u,9917i,0.0,1
1131u,8437i,1.0,1
1131u,1867i,0.0,1
1131u,3169i,2.0,1
1131u,3067i,2.0,1
1131u,9845i,2.0,1
1131u,5857i,0.0,1
1131u,2015i,0.0,1
1131u,8650i,0.0,1
1131u,2620i,1.0,1
1131u,9495i,2.0,1
1131u,2724i,0.0,1
1131u,9870i,0.0,1
