2u,5237i,5.0,3
2u,4283i,0.0,3
3u,5980i,4.0,2
4u,2414i,4.0,4
4u,5073i,2.0,4
4u,9982i,4.0,4
4u,1916i,3.0,4
4u,1547i,4.0,4
4u,1785i,3.0,4
4u,8103i,1.0,4
20u,9101i,4.0,3
25u,9101i,4.0,2
27u,6179i,5.0,3
27u,1127i,0.0,4
32u,3669i,0.0,4
32u,2128i,3.0,4
32u,1103i,4.0,4
33u,1127i,4.0,2
33u,2164i,3.0,3
33u,5237i,3.0,3
34u,9418i,0.0,4
34u,3591i,0.0,4
34u,1315i,5.0,4
34u,8585i,0.0,4
34u,8420i,0.0,4
34u,9598i,5.0,4
34u,8857i,5.0,4
34u,8214i,0.0,4
34u,5231i,0.0,4
34u,9625i,0.0,4
34u,5328i,0.0,4
34u,1785i,0.0,4
34u,2406i,0.0,4
34u,2674i,0.0,4
34u,7254i,0.0,4
37u,9101i,4.0,2
37u,5408i,0.0,2
37u,2984i,0.0,2
37u,616i,5.0,2
37u,8577i,0.0,2
37u,3359i,5.0,2
37u,160i,5.0,2
37u,4283i,2.0,2
37u,2214i,4.0,2
37u,4132i,5.0,2
37u,6925i,0.0,2
37u,3527i,4.0,2
37u,7845i,0.0,2
37u,5771i,4.0,2
37u,9339i,0.0,2
37u,7162i,0.0,2
37u,3817i,0.0,2
37u,9528i,0.0,2
37u,9240i,0.0,3
37u,2490i,0.0,3
37u,6059i,0.0,3
37u,923i,0.0,3
37u,323i,4.0,3
37u,4196i,0.0,3
37u,4957i,5.0,3
37u,5570i,0.0,3
37u,9971i,4.0,3
37u,2582i,5.0,3
37u,6473i,5.0,3
37u,4825i,5.0,3
37u,1192i,4.0,3
37u,3600i,0.0,3
37u,2502i,4.0,3
37u,7945i,4.0,3
37u,4958i,0.0,3
37u,5893i,3.0,3
37u,2602i,4.0,3
37u,4743i,0.0,3
37u,1596i,0.0,3
37u,2658i,5.0,3
37u,9782i,0.0,3
37u,2631i,4.0,3
37u,4424i,4.0,3
37u,4741i,4.0,3
37u,9558i,4.0,3
37u,1785i,0.0,3
37u,8462i,4.0,3
37u,9267i,0.0,3
37u,9277i,4.0,3
37u,3038i,5.0,3
37u,9598i,5.0,3
37u,1045i,4.0,3
37u,5319i,4.0,3
37u,375i,5.0,3
37u,7733i,4.0,4
37u,8857i,4.0,4
37u,7531i,3.0,4
37u,7490i,1.0,4
37u,1450i,2.0,4
37u,6348i,1.0,4
37u,8420i,3.0,4
37u,1551i,3.0,4
37u,5607i,2.0,4
