9u,698i,4.0
21u,647i,2.0
23u,698i,4.0
23u,647i,5.0
36u,698i,4.0
36u,75i,3.0
36u,647i,1.0
37u,698i,4.0
76u,698i,4.0
96u,191i,3.0
96u,331i,4.0
96u,647i,4.0
106u,647i,3.0
112u,338i,5.0
112u,647i,4.0
138u,191i,5.0
146u,662i,4.0
154u,698i,4.0
167u,698i,5.0
171u,191i,4.0
171u,331i,3.0
171u,698i,4.0
171u,647i,2.0
181u,228i,3.0
181u,191i,4.0
181u,647i,4.0
193u,228i,3.0
193u,191i,3.0
193u,331i,4.0
193u,698i,5.0
193u,338i,4.0
193u,647i,4.0
194u,331i,3.0
194u,647i,2.0
195u,191i,4.0
195u,331i,5.0
195u,698i,5.0
195u,647i,3.0
209u,331i,3.0
253u,338i,2.0
262u,99i,4.0
262u,647i,3.0
270u,698i,5.0
275u,647i,3.0
277u,647i,5.0
313u,191i,4.0
336u,331i,5.0
336u,698i,3.0
337u,331i,3.0
337u,280i,5.0
337u,698i,5.0
338u,331i,3.0
338u,698i,4.0
338u,647i,2.0
349u,662i,5.0
349u,230i,5.0
371u,698i,5.0
371u,230i,4.0
371u,647i,3.0
375u,331i,5.0
380u,280i,4.0
380u,647i,2.0
409u,698i,4.0
424u,191i,4.0
429u,698i,5.0
429u,647i,2.0
439u,662i,4.0
439u,191i,3.0
439u,698i,5.0
439u,647i,4.0
487u,662i,4.0
487u,191i,5.0
487u,331i,4.0
487u,280i,1.0
487u,698i,4.0
487u,647i,4.0
488u,647i,4.0
492u,698i,4.0
492u,647i,4.0
500u,331i,4.0
500u,698i,3.0
500u,75i,3.0
504u,698i,4.0
505u,698i,5.0
505u,647i,3.0
510u,191i,3.0
510u,99i,3.0
510u,338i,1.0
510u,647i,3.0
529u,698i,5.0
536u,647i,5.0
552u,698i,5.0
554u,698i,4.0
576u,698i,5.0
577u,698i,4.0
577u,647i,3.0
591u,647i,4.0
602u,228i,1.0
602u,662i,3.0
602u,331i,5.0
602u,99i,3.0
602u,698i,5.0
602u,75i,2.0
602u,338i,3.0
602u,647i,3.0
608u,698i,5.0
610u,647i,4.0
630u,331i,4.0
630u,698i,4.0
635u,698i,4.0
695u,698i,5.0
709u,228i,2.0
709u,331i,2.0
709u,647i,3.0
743u,280i,2.0
745u,698i,2.0
822u,698i,4.0
822u,647i,2.0
830u,698i,5.0
834u,698i,5.0
853u,191i,3.0
853u,331i,3.0
853u,647i,4.0
866u,280i,1.0
867u,698i,5.0
874u,647i,2.0
876u,647i,4.0
905u,647i,4.0
906u,647i,2.0
951u,191i,3.0
951u,331i,4.0
951u,99i,1.0
951u,698i,4.0
951u,230i,5.0
951u,647i,3.0
967u,698i,4.0
969u,698i,5.0
986u,647i,5.0
996u,647i,2.0
998u,698i,4.0
1010u,698i,4.0
1024u,191i,2.0
1024u,698i,3.0
1037u,698i,4.0
1045u,698i,4.0
1047u,75i,1.0
1050u,191i,3.0
1052u,698i,5.0
1052u,647i,2.0
1091u,331i,4.0
1091u,338i,4.0
1091u,647i,4.0
1106u,647i,1.0
1108u,698i,4.0
1111u,698i,5.0
1111u,75i,3.0
1112u,698i,3.0
1120u,698i,4.0
1144u,647i,4.0
1192u,647i,3.0
1218u,662i,4.0
1218u,191i,4.0
1229u,698i,5.0
1230u,331i,3.0
1230u,698i,2.0
1230u,75i,3.0
1230u,230i,4.0
1234u,662i,4.0
1234u,191i,3.0
1234u,331i,3.0
1234u,698i,5.0
1234u,338i,4.0
1253u,698i,4.0
1272u,698i,5.0
1287u,698i,4.0
1302u,228i,3.0
1302u,662i,4.0
1302u,331i,5.0
1302u,698i,5.0
1302u,230i,3.0
1302u,338i,4.0
1302u,647i,4.0
1307u,338i,5.0
1312u,698i,5.0
1315u,698i,4.0
1330u,331i,4.0
1330u,698i,4.0
1330u,647i,3.0
1341u,698i,4.0
1341u,338i,2.0
1345u,662i,4.0
1345u,331i,4.0
1345u,338i,2.0
1345u,647i,4.0
1391u,228i,2.0
1391u,331i,3.0
1391u,698i,4.0
1391u,75i,3.0
1391u,647i,2.0
1426u,99i,3.0
1426u,698i,3.0
1426u,647i,5.0
1467u,698i,4.0
1467u,647i,1.0
1472u,647i,3.0
1480u,698i,5.0
1481u,280i,3.0
1481u,698i,4.0
1481u,647i,2.0
1485u,647i,1.0
1530u,338i,5.0
1530u,647i,5.0
1539u,698i,4.0
1573u,698i,5.0
1586u,338i,3.0
1610u,698i,5.0
1610u,647i,2.0
1638u,338i,2.0
1722u,331i,4.0
1722u,99i,3.0
1722u,698i,4.0
1723u,698i,5.0
1723u,647i,4.0
1762u,698i,3.0
1762u,647i,4.0
1768u,662i,5.0
1768u,191i,5.0
1768u,280i,4.0
1768u,99i,4.0
1768u,698i,5.0
1768u,647i,4.0
1771u,228i,2.0
1771u,280i,4.0
1771u,338i,2.0
1771u,647i,1.0
1779u,698i,5.0
1807u,99i,3.0
1807u,647i,3.0
1815u,331i,4.0
1815u,99i,3.0
1815u,647i,3.0
1822u,331i,5.0
1822u,647i,3.0
1824u,698i,3.0
1829u,99i,3.0
1857u,698i,4.0
1917u,698i,4.0
1924u,698i,4.0
1937u,228i,5.0
1937u,662i,5.0
1937u,331i,3.0
1937u,99i,1.0
1937u,230i,3.0
1949u,698i,3.0
1950u,331i,2.0
1950u,99i,3.0
1950u,647i,5.0
1957u,698i,3.0
1957u,230i,3.0
1968u,698i,4.0
1984u,698i,5.0
1994u,338i,4.0
1996u,230i,5.0
2003u,647i,4.0
2012u,338i,2.0
2012u,647i,3.0
2014u,647i,4.0
2017u,331i,4.0
2043u,191i,5.0
2048u,280i,2.0
2048u,647i,2.0
2063u,698i,5.0
2078u,698i,4.0
2100u,698i,5.0
2104u,698i,4.0
2115u,698i,4.0
2133u,331i,5.0
2133u,647i,2.0
2150u,647i,4.0
2156u,698i,4.0
2156u,75i,3.0
2156u,647i,1.0
2190u,698i,5.0
2200u,698i,3.0
2207u,99i,3.0
2216u,698i,4.0
2227u,191i,5.0
2227u,99i,4.0
2227u,647i,4.0
2229u,698i,3.0
2229u,75i,3.0
2230u,228i,2.0
2230u,662i,4.0
2230u,331i,3.0
2230u,353i,3.0
2230u,338i,1.0
2234u,698i,3.0
2234u,647i,3.0
2254u,698i,4.0
2262u,331i,3.0
2262u,698i,5.0
2270u,698i,5.0
2270u,338i,3.0
2271u,99i,3.0
2271u,647i,5.0
2292u,331i,3.0
2297u,698i,5.0
2298u,698i,4.0
2299u,331i,5.0
2321u,698i,5.0
2332u,280i,3.0
2332u,698i,4.0
2341u,647i,5.0
2360u,191i,4.0
2360u,338i,3.0
2360u,647i,2.0
2403u,698i,3.0
2417u,99i,2.0
2417u,698i,3.0
2429u,662i,2.0
2429u,698i,5.0
2429u,75i,3.0
2429u,353i,3.0
2429u,230i,2.0
